pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type,place
72.695781,-85.009946,-20.0,top,SW21,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
92.225796,-87.050144,-20.0,top,SW22,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
108.49807,-98.040914,-20.0,top,SW23,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
194.74605,-98.040914,20.0,top,SW24,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
211.018324,-87.050144,20.0,top,SW25,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
230.548339,-85.009946,20.0,top,SW26,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
100.919711,-132.786902,-20.0,top,SW27,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
117.843533,-141.987557,-20.0,top,SW28,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
185.400587,-141.987557,20.0,top,SW29,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
105.256764,-51.247855,-20.0,top,SW3,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
202.324409,-132.786902,20.0,top,SW30,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
121.529037,-62.238625,-20.0,top,SW4,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
135.195117,-80.389852,-20.0,top,SW5,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
168.049003,-80.389852,20.0,top,SW6,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
181.715083,-62.238625,20.0,top,SW7,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
197.987356,-51.247855,20.0,top,SW8,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
217.517372,-49.207657,20.0,top,SW9,,,SW_Hotswap_Kailh_MX_1.00u,SW_PUSH,smt,True
150.732,-101.473,0.0,top,U1,,,STC_SOP-16_3.9x9.9mm_P1.27mm,CH552G,smt,True
